Score;Match_type;Match_addr;Rank;USER_City;X;Y;DisplayX;DisplayY;USER_Company_Name;USER_Parent_Company_Name;USER_Executive_First_Name;USER_Executive_Last_Name;USER_Address;USER_State;USER_ZIP_Code;USER_Legal_Name;USER_Record_Type;USER_Phone_Number_Combined;USER_Census_Block_Group;USER_Website;USER_Toll_Free_Number_Combined;USER_Company_Description;USER_Primary_SIC_Code;USER_Primary_SIC_Description;USER_SIC_Code_1;USER_Primary_NAICS;USER_Primary_NAICS_Description;USER_NAICS_1;USER_Franchise_Description_1;USER_Location_Employee_Size_Range;USER_Location_Employee_Size_Actual;USER_Location_Sales_Volume_Range;USER_Location_Sales_Volume_Actual;USER_Corporate_Employee_Size_Range;USER_Corporate_Employee_Size_Actual;USER_Corporate_Sales_Volume_Range;USER_Corporate_Sales_Volume_Actual;USER_Type_of_Business;USER_Location_Type;USER_IUSA_Number;USER_EIN_1;USER_Last_Updated_On;USER_Years_In_Database;USER_Year_Established;USER_Home_Business;USER_Firm_or_Individual;USER_Twitter;USER_Linked_In;USER_Facebook;USER_Affiliated_Records;USER_Affiliated_Locations;;
100;A;2733 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.16717668258;47.080047706644997;-124.168344616968;47.079841763284001;Thousand Trails Oceana;EQUITY LIFESTYLE PROPERTIES;Dale;Graham;2733 State Route 109;WA;98569;;Verified;(360) 289-3504;1;8884816348;Thousandtrails.Com;Oceana Rv Campground Is An Rv Park IN Washington State That Is Open Year-Round For Outdoor Fun And Festivities. Surrounded By The Natural Beauty Of The Washington Coast, This Oceanfront Campground Offers Miles Of Sandy Beach. Sporting Enthusiasts Will Wel;651501;Mobile Homes-Parks & Communities;651501;53119004;Lessors Of Other Real Estate Property;53119004;;5 to 9;5;Less Than $500,000;290000;;0;;0;Branch of Public Company;Branch;45-340-4758;;202306;33;;No;2;https://twitter.com/thousandtrails;;https://www.facebook.com/105748136182464;0;0;FALSE;TRUE
100;A;2576 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.165557717981;47.067136139174998;-124.165223363864;47.067191627374001;Smokers Blue Ribbon Barbecue;;Leslie D;Mong;2576 State Route 109;WA;98569;;Unverified;Not Available;1;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;5 to 9;7;Less Than $500,000;256000;;0;;0;Private;Single Loc;78-073-7081;;202210;3;2022;No;2;;;;0;0;FALSE;TRUE
100;A;24 Dolphin Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.172229377633;47.095291580583996;-124.172040198077;47.095305578362002;Pacific Services;;Victoria;Fellers;24 Dolphin Ln;WA;98535;PACIFIC SERVICES HEATING & REFRIGERATION LLC;Unverified;(360) 289-2218;2;;;;507804;Refrigerating Equip-Commercial (Whls);507804;42512079;Wholesale Trade Agents And Brokers;42512079;;1 to 4;2;$2.5-5 Million;4264000;;0;;0;Private;Single Loc;49-165-8308;;202211;31;;No;2;;;;0;0;FALSE;FALSE
100;A;539 Copalis Beach Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.147483652526;47.118335779345998;-124.147482143784;47.117486357277997;M J R LTD;;Bob;Andrews;539 Copalis Beach Rd;WA;98535;;Unverified;(360) 289-8688;1;;;;179403;Excavating Contractors;179403;23891006;Site Preparation Contractors;23891006;;1 to 4;3;Less Than $500,000;316000;;0;;0;Private;Single Loc;88-909-1799;;202211;29;1970;No;2;;;;0;0;FALSE;TRUE
100;A;2781 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.167959803794;47.083977687676999;-124.168987257485;47.083699408492002;Ocean Mist Resort;;Scott;Abercrombie;2781 State Route 109;WA;98569;;Verified;(360) 289-3656;1;8003925722;Kmresorts.Com;;655204;Mobile Homes-Park Developers;655204;23721004;Land Subdivision;23721004;;1 to 4;4;$500,000-1 Million;943000;;0;;0;Private;Single Loc;80-403-0823;;202409;13;;No;2;;;;0;0;FALSE;FALSE
100;A;10 Sapphire Dr, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200006418022;47.202516532132002;-124.200177492666;47.202372363396996;Approved Appraisals;;Fred;Voosen;10 Sapphire Dr;WA;98571;;Unverified;(360) 482-4440;2;;;;653116;Real Estate Appraisers;653116;53132003;Offices Of Real Estate Appraisers;53132003;;1 to 4;2;Less Than $500,000;145000;;0;;0;Private;Single Loc;46-617-9793;;202212;29;;No;2;;;;0;0;FALSE;FALSE
100;A;202 Meriweather St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.19734382266;47.196684990634999;-124.198046226147;47.195190413479999;Rising Tide Tavern LLC;;;;202 Meriweather St;WA;98571;RISING TIDE TAVERN LLC;Unverified;Not Available;2;;;;581301;Bars;581301;72241001;Drinking Places (Alcoholic Beverages);72241001;;1 to 4;3;Less Than $500,000;167000;;0;;0;Private;Single Loc;78-156-8387;;202212;3;2022;No;2;;;;0;0;FALSE;TRUE
100;A;5 Tahiti St, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.170081179668;47.073182466939997;-124.170421820212;47.073219012037001;Circle 7 Ministries;;Leo;Warren;5 Tahiti St;WA;98569;CIRCLE 7 MINISTRIES;Unverified;(360) 289-2400;1;;;;866110;Religious Organizations;866110;81311021;Religious Organizations;81311021;;1 to 4;1;;0;;0;;0;Private;Single Loc;21-136-8949;;202212;23;;Yes;2;;;;0;0;FALSE;TRUE
100;A;28 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199850933719;47.208929945346000;-124.199866524059;47.209059110474001;Falcon's Nest;;;;28 Main St;WA;98571;RUDY'S FALCON'S NEST INC;Unverified;(360) 276-4440;2;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;4;Less Than $500,000;147000;;0;;0;Private;Single Loc;66-883-1308;;202302;12;;No;2;;;;0;0;FALSE;FALSE
100;A;2991 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.172650987363;47.103672771296999;-124.175822448066;47.102671301506000;Tidelands Resort;;Dar;Mathieu;2991 State Route 109;WA;98535;;Verified;(360) 289-8963;2;;Tidelandscampgrounds.Com;;701111;Resorts;701111;72119909;All Other Traveler Accommodation;72119909;;1 to 4;3;Less Than $500,000;208000;;0;;0;Private;Single Loc;80-403-1334;;202406;23;;No;2;;;;0;0;FALSE;FALSE
97.0699999999999;A;3707 State Route 109, Pacific Beach, Washington, 98571;20;Copalis Beach;-124.189441728777;47.172368813921999;-124.189441728777;47.172368813921999;Gull Industries Inc;;;;3707 State Route 109;WA;98535;GULL INDUSTRIES INC;Unverified;(360) 276-0588;2;;;;347102;Metal Finishers (Mfrs);347102;33281312;Electroplating, Plating, Polishing, Anodizing, And;33281312;;5 to 9;5;Less Than $500,000;272000;;0;;0;Private;Single Loc;42-770-4207;;202302;12;;No;2;;;;0;0;FALSE;TRUE
100;A;6 Bayview Ln, Hoquiam, Washington, 98550;20;Hoquiam;-124.108741322583;47.057296748764998;-124.108706370047;47.057441420414001;CGC Inc;;;;6 Bayview Ln;WA;98550;CGC INC;Unverified;(360) 289-0925;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;42-615-9479;;202303;12;;Yes;2;;;;0;0;FALSE;TRUE
100;A;2 2nd Ave, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.166543597433;47.071149562053002;-124.166551308783;47.071388697750997;Coastal Retreat;;;;2 2nd Ave;WA;98569;;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;78-526-7754;;202304;2;;No;2;;;;0;0;FALSE;FALSE
100;A;202 Meriweather St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.19734382266;47.196684990634999;-124.198046226147;47.195190413479999;Red Velvet Bakery By The Sea;;Trista;Nesbit-Evans;202 Meriweather St;WA;98571;RED VELVET BAKERY LLC;Unverified;(360) 276-0222;2;;;;546102;Bakers-Retail;546102;31181102;Retail Bakeries;31181102;;1 to 4;2;Less Than $500,000;83000;;0;;0;Private;Single Loc;71-209-8224;;202304;10;;No;2;;;https://www.facebook.com/redvelvetbakerybythesea/reviews;0;0;FALSE;TRUE
100;A;226 Front St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199064203538;47.195110426806998;-124.199064203538;47.195110426806998;Imagine That;;Shelly;Meadows;226 Front St;WA;98571;IMAGINE THAT SHEL'S POTTERY PAINTING STUDIO LLC;Unverified;(360) 276-0191;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;72-479-2854;;202304;8;;No;2;;;;0;0;FALSE;TRUE
100;A;38 Diamond Dr, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.201801234949;47.202479861305001;-124.202142126951;47.202671136336001;Love Shack Cabins;;;;38 Diamond Dr;WA;98571;;Unverified;(360) 276-4337;2;;;;701108;Chalet & Cabin Rentals;701108;72119903;All Other Traveler Accommodation;72119903;;1 to 4;3;Less Than $500,000;208000;;0;;0;Private;Single Loc;60-423-7859;;202304;19;;No;2;;;;0;0;FALSE;FALSE
100;A;58 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203129515146;47.208870098558002;-124.203130940069;47.209043520134003;D & K Grocery;;Sue;Lee;58 Main St;WA;98571;;Unverified;(360) 276-4400;2;;;;541105;Grocers-Retail;541105;44511003;Supermarkets And Other Grocery Retailers (Except C;44511003;;1 to 4;4;$1-2.5 Million;1009000;;0;;0;Private;Single Loc;59-363-0031;;202304;23;2004;No;2;;;;0;0;FALSE;TRUE
100;A;1 1st St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203872770306;47.209570831298997;-124.203872770306;47.209570831298997;Surfhouse Espresso;;;;1 First St;WA;98571;;Unverified;(360) 276-0571;2;;;;581228;Coffee Shops;581228;72251505;Snack And Nonalcoholic Beverage Bars;72251505;;1 to 4;4;Less Than $500,000;147000;;0;;0;Private;Single Loc;76-545-4750;;202305;3;;No;2;;;;0;0;FALSE;FALSE
100;A;199 Ocean Blvd, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.168756084595;47.060795355151001;-124.167177939864;47.060732490877001;Frank, Herbert J;;Herbert J;Frank;199 Ocean Blvd;WA;98569;;Unverified;(360) 875-5340;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;1 to 4;1;;0;;0;;0;Private;Single Loc;41-257-4470;;202305;14;;Yes;1;;;;0;0;FALSE;FALSE
100;A;25 Float Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194070689471;47.196302943489002;-124.194073706956;47.196375279313003;Infostructure;;;;25 Float Ln;WA;98571;;Unverified;(541) 882-0418;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;71-197-8778;;202305;10;2015;No;2;;;;0;0;FALSE;FALSE
99.48;A;3009 State Route 109, Ocean Shores, Washington, 98569;20;Copalis Beach;-124.173228919587;47.105515574620000;-124.17641513244;47.104525504217001;Beachwood Condos & Resort;;Jane;Gollings;3009 State Route 109;WA;98535;BEACHWOOD RESORT LLC;Verified;(360) 289-2177;2;Mybeachwood.Com;;;651301;Condominiums;651301;53111004;Lessors Of Residential Buildings And Dwellings;53111004;;1 to 4;4;Less Than $500,000;270000;;0;;0;Private;Single Loc;35-985-7414;;202206;20;;No;2;;http://www.linkedin.com/company/beachwood-resort;https://www.facebook.com/ilovebeachwood;0;0;FALSE;FALSE
100;A;3010 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.172800017601;47.104326811202000;-124.171792177563;47.104662757881002;Sea Mar Community Health Ctr;SEA MAR COMMUNITY HEALTH CTR;Rogelio;Riojas;3010 State Route 109;WA;98535;;Verified;(360) 289-2427;2;8552894503;Seamar.Org;;801104;Clinics;801104;62111129;Offices Of Physicians (Except Mental Health Specia;62111129;;5 to 9;5;$1-2.5 Million;1759000;;0;;0;Private;Branch;80-403-0971;;202306;30;1978;No;2;http://twitter.com/seamarchc;;;0;0;FALSE;TRUE
100;A;3 Darien Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.204553684315;47.216841414206002;-124.204196196145;47.216850047565998;Vacasa Inc;;;;3 Darien Ln;WA;98571;VACASA INC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;78-693-2461;;202305;2;;No;2;;;;0;0;FALSE;FALSE
100;A;3019 Ocean Beach Rd, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.170940911477;47.202606176586002;-124.171140400772;47.202027322352997;Aloha Self Storage;;Linda;Baxter;3019 Ocean Beach Rd;WA;98571;ALOHA SELF STORAGE INC;Verified;(360) 276-4182;2;Alohaselfstoragewa.Com;;;154218;Sheds-Tool & Utility;154218;23622031;Commercial And Institutional Building Construction;23622031;;1 to 4;2;$500,000-1 Million;532000;;0;;0;Private;Single Loc;66-883-1787;;202411;15;;No;2;;;;0;0;FALSE;FALSE
100;A;3069 Ocean Beach Rd, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.176204076119;47.204406022655000;-124.176295438862;47.204128749298000;Quinault Indian Nation;;;;3069 Ocean Beach Rd;WA;98571;;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;78-693-2278;;202305;2;;No;2;;;;0;0;FALSE;FALSE
100;A;3041 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.173811126581;47.107632885271002;-124.176313962869;47.107233487584999;Dunes RV Resort;;Ray;Bryson;3041 State Route 109;WA;98535;;Verified;(360) 289-3873;2;;Pacificdunesresort.Com;;703302;Recreational Vehicle Parks;703302;72121102;Rv (Recreational Vehicle) Parks And Campgrounds;72121102;;1 to 4;1;Less Than $500,000;106000;;0;;0;Private;Single Loc;80-403-0963;;202408;37;;No;2;;;;0;0;FALSE;TRUE
99.48;A;4594 State Route 109, Moclips, Washington, 98562;20;Pacific Beach;-124.204862473627;47.219769548262001;-124.20436961772;47.220108428606999;Paytelle Communications Inc;;;;4594 State Rt 109;WA;98571;PAYTELLE COMMUNICATIONS INC;Unverified;(360) 276-4773;2;;;;489903;Communications;489903;51781001;All Other Telecommunications;51781001;;1 to 4;2;$500,000-1 Million;555000;;0;;0;Private;Single Loc;35-677-5791;;202305;21;;No;2;;;;0;0;FALSE;TRUE
100;A;61 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203703256419;47.208820729148002;-124.203723540623;47.208664741930001;61 Main Street Cafe;;;;61 Main St;WA;98571;61 MAIN ST CAFE LLC;Unverified;(360) 276-4140;2;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;4;Less Than $500,000;147000;;0;;0;Private;Single Loc;72-179-0660;;202305;9;;No;2;;;;0;0;FALSE;TRUE
100;A;3050 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.173727391368;47.107484902770999;-124.171191278924;47.107963677080001;Medeek Engineering Inc;;Cynthia Joy;Wilkerson;3050 State Route 109;WA;98535;MEDEEK ENGINEERING INC;Verified;(425) 652-4188;2;;Medeek.Com;;871106;Engineers;871106;54133006;Engineering Services;54133006;;1 to 4;3;Less Than $500,000;428000;;0;;0;Private;Single Loc;43-428-8047;;202009;11;;No;2;;;https://www.facebook.com/medeekdesign;0;0;FALSE;FALSE
100;A;11 Campfire Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.196517702283;47.195571999621997;-124.196660194638;47.195396734027000;Adventure & Repose Inc;;;;11 Campfire Ln;WA;98571;ADVENTURE & REPOSE INC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;78-959-3959;;202307;2;;No;2;;;;0;0;FALSE;FALSE
100;A;114 N 1st St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203738376592;47.216687271006997;-124.203499576172;47.216690539948999;Camas Mothership LLC;;;;114 N 1st St;WA;98571;CAMAS MOTHERSHIP LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;78-959-3961;;202307;2;;No;2;;;;0;0;FALSE;TRUE
100;A;17 Ocean Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.174579747102;47.094173057513999;-124.17517896936;47.094093010339002;Sea View Est Cmnty Club Inc;;;;17 Ocean Ln;WA;98535;SEA VIEW ESTATES COMMUNITY CLUB INC;Unverified;Not Available;2;;;;799201;Golf Courses;799201;71391002;Golf Courses And Country Clubs;71391002;;10 to 19;19;$1-2.5 Million;1534000;;0;;0;Private;Single Loc;78-959-3867;;202307;2;;No;2;;;;0;0;FALSE;FALSE
100;A;3090 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.173801152115;47.111502935696002;-124.173634436062;47.111502097505998;Copalis Beach Grocery;;;;3090 State Route 109;WA;98535;;Verified;(360) 289-0105;2;;;;541105;Grocers-Retail;541105;44511003;Supermarkets And Other Grocery Retailers (Except C;44511003;;1 to 4;3;$500,000-1 Million;757000;;0;;0;Private;Single Loc;72-109-5954;;202404;9;2016;No;2;;;;0;0;FALSE;TRUE
100;A;44 Chauncey Ln W, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194656919779;47.180044984995000;-124.194654153751;47.180209857030000;MSJS Enterprises LLC;;;;44 Chauncey Ln W;WA;98571;MSJS ENTERPRISES LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;78-959-3960;;202307;2;;No;2;;;;0;0;FALSE;TRUE
100;A;3119 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.173830069683;47.113955103380000;-124.174107594497;47.114063649026001;Green Lantern Tavern;;Claire;Hall;3119 State Route 109;WA;98535;;Verified;(360) 289-2297;2;;;;581303;Cocktail Lounges;581303;72241003;Drinking Places (Alcoholic Beverages);72241003;;5 to 9;9;Less Than $500,000;376000;;0;;0;Private;Single Loc;17-516-0837;;202405;41;;No;2;;;;0;0;FALSE;TRUE
100;A;3119 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.173830069683;47.113955103380000;-124.174107594497;47.114063649026001;ATM;;;;3119 State Route 109;WA;98535;;Verified;Not Available;2;;;;602103;Atm-Automated Teller Machines;602103;52211001;Commercial Banking;52211001;Atm (Amex);;0;;0;;0;;0;Private;Single Loc;43-379-7357;;201908;12;;No;2;;;;0;0;TRUE;TRUE
100;A;11 Holly Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199209215211;47.216548843875998;-124.199651863518;47.216553370103000;F-STOP LLC;;;;11 Holly Ln;WA;98571;F-STOP LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-505-7978;;202308;2;;No;2;;;;0;0;FALSE;FALSE
100;A;3140 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.171276019966;47.114653776918999;-124.170901265075;47.113921282400000;Copalis Community Church;;Jim;Richards;3140 State Route 109;WA;98535;;Verified;(360) 289-2233;2;;Shepherdsstream.Com;;866107;Churches;866107;81311008;Religious Organizations;81311008;Evangelical Misc;1 to 4;2;;0;;0;;0;Private;Single Loc;80-402-9379;;202411;41;;No;2;;http://www.linkedin.com/company/copalis-community-church;;0;0;FALSE;FALSE
100;A;114 N 1st St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203738376592;47.216687271006997;-124.203499576172;47.216690539948999;Dc Slices LLC;;Eric;Deunsing;114 N 1st St;WA;98571;DC SLICES LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-587-0394;;202308;2;;No;2;;;;0;0;FALSE;TRUE
100;A;3194 Ocean Beach Rd, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.191001907079;47.209562569489002;-124.190795963718;47.210525985440000;Grays Harbor County Sewer Dept;;Kevin;Mcmanus;3194 Ocean Beach Rd;WA;98571;;Verified;(360) 276-8373;2;8002301638;Graysharbor.Us;;912103;Government Offices-County;912103;92112007;Legislative Bodies;92112007;;1 to 4;4;;0;;0;;0;Private;Single Loc;69-538-5070;;202310;16;;No;2;;;;0;0;FALSE;FALSE
100;A;114 N 1st St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203738376592;47.216687271006997;-124.203499576172;47.216690539948999;Ew Duensing LLC;;Eric;Deunsing;114 N 1st St;WA;98571;EW DUENSING LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-758-0247;;202308;2;;No;2;;;;0;0;FALSE;TRUE
100;A;12 Copalis Rock Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.185287712228;47.144935455705998;-124.185439676133;47.144741079371997;Copper Creek Electric LLC;;Brian;Comfort;12 Copalis Rock Ln;WA;98535;COPPER CREEK ELECTRIC LLC;Unverified;Not Available;2;;;;173101;Electric Contractors;173101;23821007;Electrical Contractors And Other Wiring Installati;23821007;;1 to 4;2;Less Than $500,000;211000;;0;;0;Private;Single Loc;79-382-7752;;202308;2;;No;2;;;;0;0;FALSE;TRUE
100;A;3208 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.170939654191;47.118647544234001;-124.170574203212;47.118939150646000;Echoes Of The Sea;;Donna;Scheolenberger;3208 State Route 109;WA;98535;;Verified;(360) 289-3358;2;;Echoescopalis.Com;;701101;Hotels & Motels;701101;72111002;Hotels (Except Casino Hotels) And Motels;72111002;;1 to 4;1;Less Than $500,000;70000;;0;;0;Private;Single Loc;47-035-5587;;202411;32;;No;2;;;https://www.facebook.com/echoescopalis;0;0;FALSE;TRUE
100;A;12 Copalis Rock Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.185287712228;47.144935455705998;-124.185439676133;47.144741079371997;Jagg Services LLC;;Brian;Comfort;12 Copalis Rock Ln;WA;98535;JAGG SERVICES LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-918-5744;;202308;2;;No;2;;;;0;0;FALSE;TRUE
100;A;12 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198905287402;47.209335084636002;-124.199080636817;47.209668349106998;Joe Creek Condos LLC;;Janet;Debely;12 Main St # 75;WA;98571;JOE CREEK CONDOS LLC;Unverified;Not Available;3;;;;651301;Condominiums;651301;53111004;Lessors Of Residential Buildings And Dwellings;53111004;;1 to 4;2;Less Than $500,000;135000;;0;;0;Private;Single Loc;79-505-7981;;202308;2;;No;2;;;;0;0;FALSE;TRUE
100;A;3209 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.171283228402;47.119006960241997;-124.171999294391;47.118466495126000;Charlie's Excavation Inc;;Charles T;Wessner;3209 State Route 109;WA;98535;CHARLIES EXCAVATION INC;Verified;(360) 580-4773;2;;;;179403;Excavating Contractors;179403;23891006;Site Preparation Contractors;23891006;;1 to 4;2;Less Than $500,000;211000;;0;;0;Private;Single Loc;74-804-2526;;202002;5;;No;2;;;;0;0;FALSE;TRUE
100;A;12 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198905287402;47.209335084636002;-124.199080636817;47.209668349106998;Journey Real Estate LLC;;Janet;Debely;12 Main St # 75;WA;98571;JOURNEY REAL ESTATE LLC;Unverified;Not Available;3;;;;653118;Real Estate;653118;53121003;Offices Of Real Estate Agents And Brokers;53121003;;1 to 4;2;Less Than $500,000;145000;;0;;0;Private;Single Loc;79-758-0256;;202308;2;;No;2;;;;0;0;FALSE;TRUE
100;A;14 Glenview Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199558656755;47.196883222646001;-124.19960928345;47.196741484663001;Peterson Logging Inc;;;;14 Glenview Ln;WA;98571;PETERSON LOGGING INC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-587-0392;;202308;2;;No;2;;;;0;0;FALSE;FALSE
100;A;3209 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.171283228402;47.119006960241997;-124.171999294391;47.118466495126000;Copalis River RV Park Inc;;;;3209 State Route 109;WA;98535;COPALIS RIVER RV PARK INC;Verified;Not Available;2;;Copalisriverrv.Com;;703302;Recreational Vehicle Parks;703302;72121102;Rv (Recreational Vehicle) Parks And Campgrounds;72121102;;1 to 4;2;Less Than $500,000;212000;;0;;0;Private;Single Loc;74-804-1891;;202410;5;;No;2;;;;0;0;FALSE;TRUE
100;A;14 McCullough Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.177785992704;47.110114138158998;-124.177785992704;47.110114138158998;Jevas Construction LLC;;;;14 Mccullough Rd;WA;98535;JEVAS CONSTRUCTION LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-676-5270;;202308;2;;No;2;;;;0;0;FALSE;FALSE
100;A;14 Viewcrest Dr, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.170016471376;47.113435173926000;-124.170280333687;47.113437520859001;4 L Bar Ranch LLC;;Bill;Linder;14 Viewcrest Dr;WA;98535;4 L BAR RANCH LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-505-7888;;202308;2;;No;2;;;;0;0;FALSE;FALSE
100;A;1487 Ocean Beach Rd, Hoquiam, Washington, 98550;20;Hoquiam;-124.061693867697;47.100153922616002;-124.062139617308;47.099990224046998;Red Cedar Surf Co LLC;;;;1487 Ocean Beach Rd;WA;98550;RED CEDAR SURF CO LLC;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;79-838-1887;;202308;2;;Yes;2;;;;0;0;FALSE;FALSE
93.18;A;1639 Ocean Beach Rd, Hoquiam, Washington, 98550;20;Copalis Crossing;-124.073548560996;47.109992977749002;-124.073732376132;47.109659210364001;Cheri's Embroidery LLC;;;;1639 0cean Beach Rd;WA;98536;CHERI'S EMBROIDERY LLC;Unverified;Not Available;2;;;;738942;Embroidery;738942;54149001;Other Specialized Design Services;54149001;;;0;;0;;0;;0;Private;Single Loc;80-068-4189;;202308;2;;No;2;;;;0;0;FALSE;FALSE
97.0699999999999;A;3707 State Route 109, Pacific Beach, Washington, 98571;20;Copalis Beach;-124.189441728777;47.172368813921999;-124.189441728777;47.172368813921999;Iron Springs Resort;;Dustin;TRUE;3707 State Route 109;WA;98535;;Verified;(360) 276-4230;2;8003807950;Ironspringsresort.Com;;701111;Resorts;701111;72119909;All Other Traveler Accommodation;72119909;;10 to 19;10;$500,000-1 Million;691000;;0;;0;Private;Single Loc;80-400-2129;;202405;41;;No;2;http://twitter.com/ironspringswa;;https://www.facebook.com/pages/iron-springs-resort/179984365377674;0;0;FALSE;TRUE
